COMPONENT;KEY;EN;NL;FR
DEF;0:ChoicelistTransportationEquipment_ReinvestmentsForecast;11: No reinvestment|52: Based on previous reinvestment|54: Based on previous reinvestment increased with relative growth of sales|50: Based on previous depreciation|53: Based on previous depreciation increased with relative growth of sales|51: Based on previous depreciation increased with relative growth of sales (only if previous investment is greater than zero);11: Geen herinvesteringen|52: Gebaseerd op voorgaande herinvestering|54: Gebaseerd op voorgaande herinvestering verhoogd met de relatieve omzetgroei|50: Gebaseerd op voorgaande afschrijving|53: Gebaseerd op voorgaande afschrijving verhoogd met de relatieve omzetgroei|51: Gebaseerd op voorgaande afschrijving verhoogd met de relatieve omzetgroei (en voorgaande investering);
DEF;0:ChoicelistTransportationEquipment_tpReinvestmentsForecast;11: No reinvestment|52: Based on previous reinvestment|54: Based on previous reinvestment increased with relative growth of sales|50: Based on previous depreciation|53: Based on previous depreciation increased with relative growth of sales|51: Based on previous depreciation increased with relative growth of sales (only if previous investment is greater than zero);11: Geen herinvesteringen|52: Gebaseerd op voorgaande herinvestering|54: Gebaseerd op voorgaande herinvestering verhoogd met de relatieve omzetgroei|50: Gebaseerd op voorgaande afschrijving|53: Gebaseerd op voorgaande afschrijving verhoogd met de relatieve omzetgroei|51: Gebaseerd op voorgaande afschrijving verhoogd met de relatieve omzetgroei (en voorgaande investering);
DEF;0:Default model rates|1:Default model rates are adjusted;0:Default model rates|1:Default model rates are adjusted;0:Standaard modelwaarden|1:Aanpassingen op standaard modelwaarden;
DEF;0:Geen|1:Laag|2:Hoog|11:Gemengd 1|12:Gemengd 2|13:Gemengd 3;0:None|1:Low|2:High|11:Mixed 1|12:Mixed 2|13:Mixed 3;0:Geen|1:Laag|2:Hoog|11:Gemengd 1|12:Gemengd 2|13:Gemengd 3;
DEF;0:History|1:Projection;0: History|1: Projection;0:History|1:Projection;
DEF;0:Nee|1:Ja;0: No|1: Yes;0:Nee|1:Ja;
DEF;0:Nee|2:Ja, alleen bij winst|1:Ja, bij winst incl. berekenen van verrekenbare verliezen|3:Ja, bij winst en belastingrestitutie bij verlies (met VPB-tarief);0: No|2: Yes, only with profit|1: Yes, when calculating profit tax deductible losses | 3: Yes, with profit and tax refunds on loss (corporate income tax rate);0:Nee|2:Ja, alleen bij winst|1:Ja, bij winst incl. berekenen van verrekenbare verliezen|3:Ja, bij winst en belastingrestitutie bij verlies (met vpb-tarief);
DEF;0:Nooit|1:Alleen wanneer stap volledig is|2:Altijd;0: Never | 1: Only when step is complete | 2: Always;0:Nooit|1:Alleen wanneer stap volledig is|2:Altijd;
DEF;0:Nooit|1:Altijd;0: Never | 1: Always;0:Nooit|1:Altijd;
DEF;0:Nooit|2:Altijd;0: Never | 2: Always;0:Nooit|2:Altijd;
DEF;0:Onvolledig ingevuld.|1:Volledig ingevuld.;0: Unfinished | 1: Fully completed.;0:Onvolledig ingevuld.|1:Volledig ingevuld.;
DEF;1:Ja|0:Nee;1:Yes|0:No;1:Ja|0:Nee;
DEF;10:Definitief|20:Concept;10: Final | 20: Concept;10:Definitief|20:Concept;
DEF;10:Direct|21:1 maand na einde boekjaar|23:3 maanden na einde boekjaar|26:6 maanden na einde boekjaar|29:9 maanden na einde boekjaar|30:Verdeeld over de maanden in volgend boekjaar|99:Geen automatische uitbetaling (voer handmatig in);10: Direct | 21: 1 month after the end of financial year | 23: 3 months after end of financial year | 26: 6 months after termination period | 29: 9 months after end of financial year | 30: During the months following period | 99: No automatic payout (enter manually);10:Direct|21:1 maand na einde boekjaar|23:3 maanden na einde boekjaar|26:6 maanden na einde boekjaar|29:9 maanden na einde boekjaar|30:Verdeeld over de maanden in volgend boekjaar|99:Geen automatische uitbetaling (voer handmatig in);
DEF;10:Dutch G. - Dutch GAAP|20:Belgian G. - Belgian GAAP|30:IFRS - IFRS|35:Fisc. - Fiscaal|40:Overig - Overig;10: Dutch GAAP | 20: Belgian OR. - Belgian GAAP | 30: IFRS - IFRS | 35: Fisc. - Tax | 40: Other - Other;10:Dutch G. - Dutch GAAP|20:Belgian G. - Belgian GAAP|30:IFRS - IFRS|35:Fisc. - Fiscaal|40:Overig - Overig;
DEF;10:Gecons. - Geconsolideerd|20:Vennoots. - Vennootschappelijk/Enkelvoudig;10: Consolidated. - Consolidated | 20: Company - Company / Single;10:Gecons. - Geconsolideerd|20:Vennoots. - Vennootschappelijk/Enkelvoudig;
DEF;10:Lineair|20:Bullet;10:Linear|20:Bullet;10:Lineair|20:Bullet (aflossing van de hoofdsom aan het eind van de looptijd);
DEF;10:Totaal inkopen wordt bepaald op basis van inkoopkosten omzet en voorraadmutaties|20:Totaal inkopen wordt bepaald op basis van gefactureerde omzet en voorraadmutaties;10:Total purchase is determined by cost of sales on income statement and change of inventories|20:Total purchase is determined by invoiced sales and change of inventories;10:Totaal inkopen wordt bepaald op basis van inkoopkosten omzet en voorraadmutaties|20:Totaal inkopen wordt bepaald op basis van gefactureerde omzet en voorraadmutaties;
DEF;11-proef rekening nummer niet correct.;Sumcheck bank account not correct.;11-proef rekening nummer niet correct.;
DEF;11:Herhaal aantal medewerkers voorgaande kolom (op meest gedetailleerde tijdsbasis)|12:Groei van voorgaande periode vorig jaar;11:Repeat Number of Employees Previous Column (of most detailed timescale)|12:Continuation Growth Previous Period;11:Herhaal aantal medewerkers voorgaande kolom (op meest gedetailleerde tijdsbasis)|12:Groei van voorgaande periode vorig jaar;
DEF;11:Herhaal bedrag voorgaande kolom (op meest gedetailleerde tijdsbasis)|12:Groei van voorgaande periode vorig jaar (tot ingestelde groeilimieten)|16:Geen groei (gebruik waarde van jaar geleden)|15:Groei gerelateerd aan inflatie;11:Repeat value previous column (of most detailed timescale)|12:Continuation growth previous period (using growth limits)|16:No growth (use value previous year)|15:Growth related to inflation rate;11:Herhaal bedrag voorgaande kolom (op meest gedetailleerde tijdsbasis)|12:Groei van voorgaande periode vorig jaar (tot ingestelde groeilimieten)|16:Geen groei (gebruik waarde van jaar geleden)|15:Groei gerelateerd aan inflatie;
DEF;11:Herhaal bedrag voorgaande kolom (op meest gedetailleerde tijdsbasis)|12:Vast percentage van het winstaandeel|15:Groei gerelateerd aan inflatie|18:Geen privé-opnamen;11: Repeat the amount previous column (on most detailed time base) | 12: Fixed percentage of the profit share | 15: Growth linked to inflation | 18: No private withdrawals;11:Herhaal bedrag voorgaande kolom (op meest gedetailleerde tijdsbasis)|12:Vast percentage van het winstaandeel|15:Groei gerelateerd aan inflatie|18:Geen Privé-opnamen;
DEF;11:Herhaal bedrag voorgaande kolom (op meest gedetailleerde tijdsbasis)|12:Vast percentage van het winstaandeel|15:Groei gerelateerd aan inflatie|18:NA;11: Repeat the amount previous column (on most detailed time base) | 12: Fixed percentage of the profit share | 15: Growth linked to inflation | 18: NA;11:Herhaal bedrag voorgaande kolom (op meest gedetailleerde tijdsbasis)|12:Vast percentage van het winstaandeel|15:Groei gerelateerd aan inflatie|18:NA;
DEF;11:Herhaal bedrag voorgaande kolom (op meest gedetailleerde tijdsbasis)|12:Voortzetting groei voorgaande periode;11: Repeat the amount previous column (on most detailed time base) | 12: Continued growth for previous period;11:Herhaal bedrag voorgaande kolom (op meest gedetailleerde tijdsbasis)|12:Voortzetting groei voorgaande periode;
DEF;11:Herhaal bedrag voorgaande kolom (op meest gedetailleerde tijdsbasis)|12:Voortzetting groei voorgaande periode|15:Groei gerelateerd aan inflatie|16:Geen groei (gebruik waarde van jaar geleden);11: Repeat the amount previous column (on most detailed time base) | 12: Continued growth for previous period | 15: Growth linked to inflation | 16: No growth (use value of years ago);11:Herhaal bedrag voorgaande kolom (op meest gedetailleerde tijdsbasis)|12:Voortzetting groei voorgaande periode|15:Groei gerelateerd aan inflatie|16:Geen groei (gebruik waarde van jaar geleden);
DEF;12:Groei van voorgaande periode vorig jaar (tot ingestelde groeilimieten)|15:Groei gerelateerd aan inflatie|16:Geen groei (gebruik waarde van jaar geleden)|11:Herhaal bedrag voorgaande kolom (op meest gedetailleerde tijdsbasis);12: Growth from previous period last year (to set growth limits) | 15: Growth linked to inflation | 16: No growth (use value of years ago) | 11: Repeat the amount previous column (on most detailed time basis);12:Groei van voorgaande periode vorig jaar (tot ingestelde groeilimieten)|15:Groei gerelateerd aan inflatie|16:Geen groei (gebruik waarde van jaar geleden)|11:Herhaal bedrag voorgaande kolom (op meest gedetailleerde tijdsbasis);
DEF;12:Groei van voorgaande periode vorig jaar|15:Groei gerelateerd aan inflatie|16:Geen groei (gebruik waarde van jaar geleden)|11:Herhaal bedrag voorgaande kolom (op meest gedetailleerde tijdsbasis);12:Continuation of Growth Previous Period|15:Growth Related to Inflation Rate|16:No Growth (Use Value Previous Year)|11:Repeat Value Previous Column (of most detailed timescale);12:Groei van voorgaande periode vorig jaar|15:Groei gerelateerd aan inflatie|16:Geen groei (gebruik waarde van jaar geleden)|11:Herhaal bedrag voorgaande kolom (op meest gedetailleerde tijdsbasis);
DEF;12:Voortzetting groei voorgaande periode|15:Groei gerelateerd aan inflatie|16:Geen groei (gebruik waarde van jaar geleden)|11:Herhaal bedrag voorgaande kolom (op meest gedetailleerde tijdsbasis);12: Continued growth for previous period | 15: Growth linked to inflation | 16: No growth (use value of previous year) | 11: Repeat the value of previous column (on most detailed time basis);12:Voortzetting groei voorgaande periode|15:Groei gerelateerd aan inflatie|16:Geen groei (gebruik waarde van jaar geleden)|11:Herhaal bedrag voorgaande kolom (op meest gedetailleerde tijdsbasis);
DEF;12x p.jaar;12x p. year;12x p.jaar;
DEF;12x per jaar;12x per year;12x per jaar;
DEF;13x p.jaar;13x per year;13x p.jaar;
DEF;1e investering;1st investment;1e investering;
DEF;1e langlopende financiering;1st long-term debt;1e langlopende financiering;
DEF;1x p.jaar;1x p. year;1x p.jaar;
DEF;1x per jaar;1x per year;1x per jaar;
DEF;2e investering;2nd investment;2e investering;
DEF;2e langlopende financiering;2nd long-term debt;2e langlopende financiering;
DEF;3: Lineair afschrijvingsschema (op basis historische aanschafwaarde vorig jaar)|10: Geen groei (vast)|0: Geen afschrijving;3: Straight line depreciation schedule (based on historical cost last year) | 10: No growth (fixed) | 0: No charge;3: Lineair afschrijvingsschema (op basis historische aanschafwaarde vorig jaar)|10: Geen groei (vast)|0: Geen afschrijving;
DEF;3e investering;3rd investment;3e investering;
DEF;3e langlopende financiering;3rd long-term debt;3e langlopende financiering;
DEF;4x p.jaar;4x p. year;4x p.jaar;
DEF;4x per jaar;4x per year;4x per jaar;
DEF;A. -Aflossingen;A. -Repayments;A. -Aflossingen;
DEF;Aan de rechterkant van de grafiek kunt u selecteren welk kengetal u in de grafiek wilt zien.;At the right hand side you can select the ratio, which will be shown in the graph.;Aan de rechterkant van de grafiek kunt u selecteren welk kengetal u in de grafiek wilt zien.;
DEF;Aandeel alsnog verdeelde winst;Share in still distributed profit;Aandeel alsnog verdeelde winst;
DEF;Aandeel derden in resultaat;Minority stockholder’s interest;Aandeel derden in resultaat;
DEF;Aandeel in onverdeelde winst voorgaande jaren;Share in undistributed profit previous years;Aandeel in onverdeelde winst voorgaande jaren;
DEF;Aandeel in winst/verlies ondernemingen waarin wordt deelgenomen (na bel.);Share in result after taxes of affiliated firms;Aandeel in winst/verlies ondernemingen waarin wordt deelgenomen (na bel.);
DEF;Aandeel resultaat deelnemingen;Share in result from (non-consolidated) subsidiaries;Aandeel resultaat deelnemingen;
DEF;Aandeel van derden in resultaat;Minority stockholder’s interest in result;Aandeel van derden in resultaat;
DEF;Aandeel van derden;Share of third party;Aandeel van derden;
DEF;Aandeelhouders;Shareholders;Aandeelhouders;
DEF;Aandeelhoudersrentabiliteit;Total shareholder return;Aandeelhoudersrentabiliteit;
DEF;Aandeelhouderwaarde kengetallen;Shareholder value ratios;Aandeelhouderwaarde kengetallen;
DEF;Aandelen in portefeuille;Less: Treasury stock;Aandelen in portefeuille;
DEF;Aangepast eigen vermogen;Adjusted shareholders’ equity;Aangepast eigen vermogen;
DEF;Aangepast EV / Geïnvesteerd vermogen;Adjusted shareholders’ equity / Invested Capital;Aangepast EV / Geïnvesteerd vermogen;
DEF;Aangepast vreemd vermogen;Adjusted debt;Aangepast vreemd vermogen;
DEF;Aangepast VV / Geïnvesteerd vermogen;Adjusted debt / Invested capital;Aangepast VV / Geïnvesteerd vermogen;
DEF;Aangepaste;Adjusted;Aangepaste;
DEF;Aangeven van lage waarden current ratio;Indicate low values of current ratio;Aangeven van lage waarden current ratio;
DEF;Aangeven van lage waarden quick ratio;Indicate low values of quick ratio;Aangeven van lage waarden quick ratio;
DEF;Aangeven verschil target and real DR;Indicate difference between target and real DR;Aangeven verschil target and real DR;
DEF;Aanhef;Title;Aanhef;
DEF;Aanloopkosten starter;Running-in expenses starting company;Aanloopkosten starter;
DEF;Aanname vaststelling totaal inkopen;Assumption purchase inventories;Aanname vaststelling totaal inkopen;
DEF;Aannames bij restwaarde:;Assumptions in continuing value calculation:;Aannames bij restwaarde:;
DEF;Aannames;Assumptions;Aannames;
DEF;Aanpassen van bestaande omzetgroepen;Modifying existing turnover groups;Aanpassen van bestaande omzetgroepen;
DEF;Aanpassingen aan US-GAAP;Corrections due to translation to US-GAAP;Aanpassingen aan US-GAAP;
DEF;Aanpassingen EV / Geïnvesteerd vermogen;Adjustments in shareholders’ equity / Invested Capital;Aanpassingen EV / Geïnvesteerd vermogen;
DEF;Aanspr. verm. en solvabiliteit (%);Liable capital and solvency (%);Aanspr. verm. en solvabiliteit (%);
DEF;Aanspr.verm. / Balanstotaal (geherw.);Liable cap. / Total assets (revaluated);Aanspr.verm. / Balanstotaal (geherw.);
DEF;Aanspr.vermogen binnen balans;Liable capital in balance sheet;Aanspr.vermogen binnen balans;
DEF;Aansprakelijk vermogen / Balanstotaal (geherw.);Liable capital / Total assets (revaluated);Aansprakelijk vermogen / Balanstotaal (geherw.);
DEF;Aansprakelijk vermogen en solvabiliteit;Liable capital and solvency;Aansprakelijk vermogen en solvabiliteit;
DEF;Aansprakelijk vermogen gedetailleerd;Detailed tangible net worth;Aansprakelijk vermogen gedetailleerd;
DEF;Aansprakelijk vermogen niet beschikbaar in de gevraagde kolommen!;Liable capital not available in the specified columns!;Aansprakelijk vermogen niet beschikbaar in de gevraagde kolommen!;
DEF;Aansprakelijk vermogen niet|beschikbaar in de gevraagde kolommen!;Liable capital not|available in the requested columns!;Aansprakelijk vermogen niet|beschikbaar in de gevraagde kolommen!;
DEF;Aansprakelijk vermogen;Liable capital;Aansprakelijk vermogen;
DEF;Aantal aandelen fully diluted;Number of shares fully diluted;Aantal aandelen fully diluted;
DEF;Aantal bestanden;Number of files;Aantal bestanden;
DEF;Aantal betaalde krachten;Number of staff paid for;Aantal betaalde krachten;
DEF;aantal betaalde medewerkers;number of paid staff;aantal betaalde medewerkers;
DEF;Aantal betaaltermijnen;Number of payments;Aantal betaaltermijnen;
DEF;Aantal directieleden;Number of directors;Aantal directieleden;
DEF;Aantal file in de 'source' folder:;Total number of files in source directory:;Aantal file in de ‘source’ folder:;
DEF;Aantal files geïmporteerd:;Number of files imported:;Aantal files geïmporteerd:;
DEF;Aantal ha;Number of acres;Aantal ha;
DEF;Aantal kolommen:,||||vier|vijf;Number of columns:,||||four|five;Aantal kolommen:,||||vier|vijf;
DEF;Aantal kolommen:,||||vier|vijf|zes|zeven;Number of columns:,||||four|five|six|seven;Aantal kolommen:,||||vier|vijf|zes|zeven;
DEF;Aantal kolommen:,||||vier|vijf|zes|zeven||||elf (landscape)|||veertien (landscape);Number of columns:,||||four|five|six|seven||||eleven (landscape)|||fourteen (landscape);Aantal kolommen:,||||vier|vijf|zes|zeven||||elf (landscape)|||veertien (landscape);
