COMPONENT;KEY;EN;NL;
forms;target_5_title;Innovation and sustainability;Innovatie en duurzaamheid;
forms;target_6_title;Organizational and structural change;Organisatie- en structuurwijziging;
forms;target_7_title;Business acquisition;Bedrijfsovername;
forms;target_8_title;Other private purposes;Overige particuliere doelen;
forms;target_101_title;Home;Woning;
forms;target_102_title;Apartment right;Appartementsrecht;
forms;target_103_title;Houseboat;Woonboot;
forms;target_104_title;Land (undeveloped);Grond (onbebouwd);
forms;target_105_title;Land (undeveloped) in lease;Grond (onbebouwd) in erfpacht;
forms;target_106_title;Foreign real estate;Buitenlands onroerend goed;
forms;target_107_title;Holiday;Recreatiewoning;
forms;target_108_title;Residential building practice;Woon-praktijkpand;
forms;target_109_title;Business house;Bedrijfswoning;
forms;target_110_title;Shophouse;Winkelpand;
forms;target_111_title;Fabriekspand;Fabriekspand;
forms;target_112_title;Commercial building;Bedrijfsgebouw;
forms;target_113_title;Practice pledge;Praktijkpand;
forms;target_114_title;Office building;Kantoorpand;
forms;target_115_title;(Separate) garage;(Losse) garage;
forms;target_201_title;Plane;Vliegtuig;
forms;target_202_title;Boat;Boot;
forms;target_203_title;Barge (ship);Binnenvaart(schip);
forms;target_217_title;To issue warranty;Af te geven garantie;
forms;target_218_title;Letters of credit;Letters of credit;
forms;target_232_title;Goodwill;Goodwill;
forms;target_233_title;Intellectual property;Intellectueel eigendom;
forms;target_234_title;Bulbs stall;Bollenkraam;
forms;target_240_title;Property;Onroerend goed;
forms;target_241_title;VAT;BTW;
forms;target_242_title;Subsidy;Subsidie;
forms;target_243_title;Start-up costs;Aanloopkosten;
forms;target_245_title;Other funding;Overige voorfinanciering;
forms;target_250_title;Equipment - Machinery expansion;Bedrijfsuitrusting - Machines uitbreiding;
forms;target_251_title;Equipment - Equipment replacement;Bedrijfsuitrusting - Machines vervanging;
forms;target_252_title;Equipment - Inventory Expansion;Bedrijfsuitrusting - Inventaris uitbreiding;
forms;target_253_title;Equipment - Rolling expansion;Bedrijfsuitrusting - Rollend materieel uitbreiding;
forms;target_254_title;Equipment - Rollend equipment replacement;Bedrijfsuitrusting - Rollend materieel vervanging;
forms;target_255_title;Equipment - Inventory replacement;Bedrijfsuitrusting - Inventaris vervanging;
forms;target_256_title;Equipment - (Office) automation expansion;Bedrijfsuitrusting - (Kantoor)automatisering uitbreiding;
forms;target_257_title;Equipment - (Office) automation replacement for the purpose of business;Bedrijfsuitrusting - (Kantoor)automatisering vervanging ten behoeve van bedrijfsuitoefening;
forms;target_230_title;Goodwill medical spcialisten;Goodwill medisch specialisten;
forms;target_231_title;Goodwill ov. occupation groups;Goodwill ov. beroepsgroepen;
forms;target_244_title;Time verlet;Tijdverlet;
forms;target_260_title;Debtors;Debiteuren;
forms;target_261_title;Stocks;Voorraden;
forms;target_262_title;Work in progress;Onderhanden werk;
forms;target_263_title;Decrease in accounts payable;Afname crediteuren;
forms;target_270_title;Redemption (subordinated loan) shareholder(s);Aflossing (achtergestelde lening) aandeelhouder(s);
forms;target_271_title;Redemption (subordinated loan) minority;Aflossing (achtergestelde lening) derden;
forms;target_280_title;Livestock;Levende have;
forms;target_501_title;Dividend payment;Uitkering dividend;
forms;target_502_title;Non cancellation;Non storno;
forms;target_210_title;Remaining;Overig;
forms;target_215_title;Securities listed;Effecten beursgenoteerd;
forms;target_216_title;Securities not listed;Effecten niet beursgenoteerd;
forms;target_503_title;Project development;Projectontwikkeling;
forms;target_504_title;Innovation and sustainability;Innovatie en duurzaamheid;
forms;target_505_title;Organizational and structural change;Organisatie- en structuurwijziging;
forms;target_235_title;MBO / MBI;MBO / MBI;
forms;target_237_title;Repurchase shares;Inkoop aandelen;
forms;target_238_title;Asset / liability transaction;Activa/passiva transactie;
forms;target_236_title;Purchasing in practice;Inkoop in praktijk;
forms;target_208_title;Car;Auto;
forms;target_209_title;Boat;Boot;
forms;target_212_title;Training;Opleiding;
forms;target_213_title;Type rating;Typerating;
forms;target_506_title;Derivatives;Derivaten;
forms;target_1001_title;Residential property;Residentieel onroerend goed;
forms;target_1002_title;Commercial real property;Bedrijfsonroerend goed;
forms;target_1003_title;Commercial real estate;Commercieel onroerend goed;
forms;target_1004_title;Renovation property;Verbouwing onroerend goed;
forms;target_1005_title;Registered property;Registergoederen;
forms;target_1006_title;Obligo;Obligo;
forms;target_1007_title;Intangible assets;Immaterieel activa;
forms;target_1008_title;Business acquisition;Bedrijfsovername;
forms;target_1009_title;Bridging loan;Overbruggingskrediet;
forms;target_1010_title;Business tools;Bedrijfsmiddelen;
forms;target_1011_title;Working capital;Werkkapitaal;
forms;target_1012_title;Commercial real estate;Commercieel onroerend goed;
forms;target_1013_title;Business tools;Bedrijfsmiddelen;
forms;target_1014_title;Final consumption expenditure;Consumptieve bestedingen;
forms;target_1014_title;Final consumption expenditure;Consumptieve bestedingen;
forms;target_1016_title;Working capital;Werkkapitaal;
forms;target_1017_title;Pilots;Piloten;
forms;target_1018_title;Securities;Effecten;
forms;target_1019_title;Derivatives;Derivaten;
forms;target_1020_title;Intangible assets;Immaterieel activa;
forms;dropdown.nullValid;Please choose;Maak een keuze;
DEF;VBI;VBI;VBI;
DEF;VBI Calculation;VBI Calculation;Berekening VBI;
DEF;Client;Client;Aanvrager;
DEF;Fiscal Partner;Fiscal Partner;Fiscaal partner;
DEF;General Information;General Information;Algemene informatie;
DEF;30% privileges;30% privileges;30% regeling;
DEF;Age;Age;Leeftijd;
DEF;Is younger then 65;Is younger than 65;Jonger dan 65 jaar;
DEF;Mortgage tax distribution;Mortgage tax distribution;Fiscale verdeling hypotheek;
DEF;[b]Income[/b];[b]Income[/b];[b]Inkomensbronnen (uit modules)[/b];
DEF;Income Sources;Income Sources;Inkomensbronnen;
DEF;Labor and Benefit;Labor and Benefit;Arbeid en Uitkering;
DEF;Company (Salary);Company (Salary);Onderneming (Salaris DGA);
DEF;Company (Dividend);Company (Dividend);Onderneming (Dividend);
DEF;Company (Profit IB entrepreneur);Company (Profit IB entrepreneur);Onderneming (Winst IB ondernemer);
DEF;Real Estate Matters (Commercial Real Estate);Real Estate Matters (Commercial Real Estate);Onroerende Zaken (Commercial Real Estate);
DEF;Real Estate Matters (Corporate Real Estate TBS);Real Estate Matters (Corporate Real Estate TBS);Onroerende Zaken (Corporate Real Estate TBS);
DEF;Capital;Capital;Vermogen;
DEF;[b]Fiscal Income[/b];[b]Fiscal Income[/b];[b]Fiscaal inkomen[/b];
DEF;Labor/profit/Other - Box 1;Labor/profit/Other - Box 1;Arbeid / winst / Overig (TBS) Box 1;
DEF;Substantial interest - Box 2;Substantial interest - Box 2;Aanmerkelijk belang Box 2;
DEF;Property tax (1.2%) - Box 3;Property tax (1.2%) - Box 3;Vermogensrendementsheffing (1,2%) Box 3;
DEF;[b]Taxable Income[/b];[b]Taxable Income[/b];[b]Fiscale bijtelling[/b];
DEF;Private car use;Private car use;Privé gebruik auto;
DEF;[b]Tax relief[/b];[b]Tax relief[/b];[b]Fiscale aftrek[/b];
DEF;Personal relief;Personal relief;Persoonsgebonden aftrek;
DEF;Premium AOV;Premium AOV;Premie AOV;
DEF;Premium annuity / bank savings;Premium annuity / bank savings;Premie lijfrente/banksparen;
DEF;[b]Tax Credits[/b];[b]Tax Credits[/b];[b]Heffingskortingen[/b];
DEF;General Tax;General Tax;Algemene heffingskorting;
DEF;Employed;Employed;Arbeidskorting;
DEF;Other discount;Other discount;Overige kortingen;
DEF;Discretionary Income;Discretionary Income;Vrij Besteedbaar Inkomen;
DEF;Shared Values;Shared Values;Gezamenlijke waardes;
DEF;Mortgage;Mortgage;Hypotheek;
DEF;WOZ value;WOZ value;WOZ waarde woning;
DEF;Mortgage interest relief;Mortgage interest relief;Hypotheekrenteaftrek;
DEF;Expenses;Expenses;Uitgaven;
DEF;[b]Finance costs[/b];[b]Finance costs[/b];[b]Financieringslasten[/b];
DEF;Interest expense Private Box 3;Interest expense Private Box 3;Rentelasten prive Box 3;
DEF;Repayments private;Repayments private;Aflossingen prive + Woninghypotheek;
DEF;[b]Insurance[/b];[b]Insurance[/b];[b]Verzekeringen[/b];
DEF;Medical Expenses;Medical Expenses;Ziektekosten;
DEF;Fire damages(furniture and buildings);Fire damages(furniture and buildings);Brand (inboedel en opstal);
DEF;Term Life;Term Life;Overlijdensrisico;
DEF;Miscellaneous insurance;Miscellaneous insurance;Diverse verzekeringen;
DEF;Mortgage premium;Mortgage premium;Hypotheekpremie;
DEF;Other insurance;Other insurance;Overige verzekeringen;
DEF;[b]Miscellaneous[/b];[b]Miscellaneous[/b];[b]Diversen[/b];
DEF;Cost apartment for rent and property tax;Cost apartment for rent and property tax;Kosten koopwoning en OZB;
DEF;Cost rental;Cost rental;Kosten huurwoning;
DEF;Gas / water / electricity;Gas / water / electricity;Gas/water/elektra;
DEF;Booking car;Booking car;Reservering auto;
DEF;Cost children;Cost children;Kosten kinderen;
DEF;Other costs;Other costs;Overige kosten;
DEF;Discretionary Income is within the boundaries;Discretionary Income is within the boundaries;Het VBI valt binnen de norm;
DEF;The Discretionary Income fits the lifestyle of the customer;The Discretionary Income fits the lifestyle of the customer;Het VBI past binnen de levensstijl van de klant;
DEF;Additional Information;Additional Information;Toelichting;
DEF;This allows you to divide your mortgage with your fiscale partner;This allows you to divide your mortgage with your fiscale partner;Met behulp van dit veld kunt u de fiscale verdeling (tussen u en uw partner) van uw hypotheek aangeven;
DEF;[b]Assets[/b] [br][/br];[b]Assets[/b] [br][/br];[b]Bezittingen[/b] [br][/br];
DEF;[b]Box I (Capital)[/b];[b]Box I (Capital)[/b];[b]Box I (Vermogen)[/b];
DEF;House (market value);House (market value);Woonhuis (marktwaarde);
DEF;Corporate Real Estate (TBS) (market value);Corporate Real Estate (TBS) (market value);Corporate Real Estate (TBS)(marktwaarde);
DEF;Provided ability TBS;Provided ability TBS;Ter beschikking gesteld vermogen TBS;
DEF;Enterprise value (IB) sole proprietorship / mts / vof if positive;Enterprise value (IB) sole proprietorship / mts / vof if positive;Waarde Onderneming (IB) eenmanszaak/mts/vof indien positief;
DEF;[b]Box II (Capital)[/b];[b]Box II (Capital)[/b];[b]Box II (Vermogen)[/b];
DEF;Substantial Interest (intrinsic value Ltd);Substantial Interest (intrinsic value Ltd);Aanmerkelijk Belang (intrinsieke waarde BV);
DEF;[b]Box III (Capital)[/b];[b]Box III (Capital)[/b];[b]Box III (Vermogen)[/b];
DEF;Bank and Savings;Bank and Savings;Bank- en Spaartegoeden;
DEF;Securities;Securities;Effecten;
DEF;Other property;Other property;Overige onroerende zaken;
DEF;Capital Insurance;Capital Insurance;Kapitaalverzekeringen;
DEF;Capital Insurance - exempt;Capital Insurance - exempt;Kapitaalverzekeringen - vrijgesteld;
DEF;Receivables and cash;Receivables and cash;Vorderingen en contant geld;
DEF;[b]Financing[/b] [br][/br];[b]Financing[/b];[b]Financiering[/b];
DEF;[b]Box I (Liabilities)[/b];[b]Box I (Liabilities)[/b];[b]Box I (Schulden)[/b];
DEF;Property Mortgage;Property Mortgage;Woning Hypotheek;
DEF;Financing Corporate Real Estate (TBS);Financing Corporate Real Estate (TBS);Financiering Corporate Real Estate (TBS);
DEF;Enterprise Value (IB) sole proprietorship / mts / vof if negative;Enterprise Value (IB) sole proprietorship / mts / vof if negative;Waarde Onderneming (IB) eenmanszaak/ mts/vof indien negatief;
DEF;[b]Box II (Liabilities)[/b];[b]Box II (Liabilities)[/b];[b]Box II (Schulden)[/b];
DEF;Substantial Interest claim (deferred tax -25%);Substantial Interest claim (deferred tax -25%);Aanmerkelijk belang claim (latente belasting -25%);
DEF;[b]Box III (Liabilities)[/b];[b]Box III (Liabilities)[/b];[b]Box III (Schulden)[/b];
DEF;Debt to Ltd;Debt to Ltd;Schuld aan BV;
DEF;Commercial Real Estate Financing;Commercial Real Estate Financing;Financiering Commercial Real Estate;
DEF;Securities Credit;Securities Credit;Effectenkrediet;
DEF;Other liabilities;Other liabilities;Overige schulden;
DEF;Total net equity;Total net equity;Totaal netto eigen vermogen;
DEF;Tax calculation Box III;Tax calculation Box III;Belastingberekening Box III;
DEF;Total assets (incl. Exemptions);Total assets (incl. Exemptions);Totaal bezittingen (incl. vrijstelling);
DEF;total liabilities;total liabilities;Totaal schulden;
DEF;Less: efficiency threshold;Less: efficiency threshold;Af: doelmatigheidsdrempel;
DEF;yield basis;yield basis;Rendementsgrondslag;
DEF;Less: tax-free allowance;AF: tax-free allowance;Af: Heffingsvrij vermogen;
DEF;Benefit from savings and investments;Benefit from savings and investments;Voordeel uit sparen en beleggen;
DEF;fixed return (4%);fixed return (4%);Vastgesteld rendement (4%);
DEF;Total income from savings and investments Box III;Total income from savings and investments Box III;Totaal voordeel uit sparen en beleggen Box III;
DEF;Tax Box III;Tax Box III;Belasting Box III;
DEF;Additional Tool 4.4.2;Additional Tool 4.4.2;Aanvullende tool 4.4.2;
DEF;Investable assets;Investable assets;Vrij belegbaar vermogen;
DEF;Correction (-);Correction (-);Correctie (-);
DEF;TotalAT442;Total;Totaal;
DEF;Actual return (max. 3%);Actual return (max. 3%);Werkelijk rendement (max. 3%);
DEF;Amount;Amount;Bedrag;
DEF;Securities lending (average overdraft);Securities lending (average overdraft);Effectenlening (gemiddelde debetstand);
DEF;Amount (Securities lending);Amount (Securities lending);Bedrag;
DEF;Redemption per year (Securities lending);Redemption per year (Securities lending);Aflossing p.j.;
DEF;Interest (Securities lending);Interest (Securities lending);Rente;
DEF;Importation VBI tool Income Sources Equity;Importation VBI tool Income Sources Equity;"Invoer in VBI tool Inkomensbronnen ""Vermogen""";
DEF;[b]TotalBold[/b];[b]Total[/b];[b]Totaal[/b];
DEF;Income;Income;Inkomen;
k3;Client;Client;Aanvrager;
k3;Shared;Shared sources;Gedeelde waarden;
k3;FiscalPartner;Partner;Partner;
k3;ClientES;Client;Client;
k3;FiscalPartnerES;Partner;Partner;
history;checks;Input checks;Invoercontroles;
crm;TAB_STYLE;Whitelabel;Whitelabel;
crm;office_style_default;None (system default);Geen (Standaard);
crm;officeStyles;Application style for users of this office;Applicatie uiterlijk voor gebruikers binnen dit kantoor;
